"","id","Sp_no","LAT","LA2","LA3","LONG","LO2","LO3","LATDEC","LONGDET","ALT","SGRIDS","PRCODE","STATE","VGR","LOCALITY","HABITAT","SUBSTRATE","HOSTgenus","HOSTsp","HOSTcname","DAY","MONTH","YEAR","date.comments","oldID","BATCH","PHOTO","SPECIMEN","Checked","Initial","date.checked","Basis...specimen","Basis...photo","PhotoID","Submitted.as","date.entered","DENTRY","SS","SH","SL","COMMENTS","COLL.NO","DET","HERB.NO","LITauth","LITbibl","AHC","recorded_by","Doubtful.record","Book.or.REF","REF.Number"
"49096",1206251,290,34,38,30,135,23,0,-34.64166667,135.3833333,"39","LLG","3","SA","","Eyre Peninsula. Coffin Bay NP","","","","","",23,7,2004,"","23/vii",49,"N","n","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"22633",39613,268,38,19,0,145,37,37,-38.31666667,145.6269444,"","LLG","2","VIC","","Near Nyora. Adams Creek Conservation Reserve off Hookers Road","Heathy woodland: Eucalyptus pryoriana, Leptospermum spp.","dead branch on ground","","","",4,7,2004,"","",35,"N","N","1","","","","","","","10/12/07","GP","S","","","","","","","","",NA,178,"","",0
"1715",1338,27,38,40,0,146,41,0,-38.66666667,146.6833333,"","LLM","","VIC","T44","Port Albert, South Gippsland","","in grass","","","",12,6,1999,"","EIC0086",17,"N","","1","","","","","","","30/7/99","PG","S","","","","","","","","",1,86,"","",NA
"27204",45069,7,36,11,14,150,4,3,-36.18722222,150.0675,"","LLG","1","NSW","","Cowdroy Creek","Remnant littoral rainforest","Decaying tree limb","","","",24,6,2007,"","",17,"","","2","","","","","","","17/5/10","GL","S","","","Regular species","","","","","",NA,534,"","",0
"57194",1217176,200,34,28,8,116,6,25,-34.46886111,116.1069944,"","GOO","1","WA","","Collins Road, 6.5kms NNE of Pemberton","Eucalyptus marginata, Corymbia calophylla, Agonis flexuosa, Allocasuarins fraseriana","soil","","","",8,6,2017,"","",30,"","","","","","","","","","4/8/17","GP","S","","","Katrina Syme and Lee Fontanini","","","","","",NA,78,"","",0
"5852",6095,37,35,28,0,148,54,0,-35.4667,148.9,"780","LLU","2","ACT","","Tidbinbilla Nature Reserve, 26km SW of Capital Hill ACT","Eucalypt woodland","","","","",28,6,1987,"","LEP0106",1,"","","","","","","","","","1/7/95","","S","","","","HL 82","","","","",NA,106,"","",NA
"49631",1206899,440,34,47,30,135,51,0,-34.79166667,135.85,"33","LLG","3","SA","","Eyre Peninsula. Lincoln NP","","","","","",6,8,2005,"","*6/viii",49,"","Y","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
"47824",1204859,81,NA,NA,NA,NA,NA,NA,-22.640741,117.473005,"","LLG","1","WA","","IBRA Region: Pilbara. 8.4 km northeast of Mount Turner, 32.4 km west-northwest of Tom Price and 15.3 km west of the intersection of Nanutarra Wittenoom Road and Nameless Valley Drive","","On soil.","","","",26,10,2011,"","",2,"N","","1","","","","","","","4/12/15","GP","S","","","","","","","","",NA,1301,"","",0
"13343",24483,240,36,36,57,147,57,22,-36.61583333,147.9561111,"","","","VIC","","Alpine National Park, Benambra-Corryong Road, 1.6km S `Sassafras Gap, AWC Site 100, Mapsheet: Benambra 1:100000, Australian Map Grid 585500 Easting, 5947300 Northing.","Climate Zone: 3, Geological Type: ORD, Micro-topo: Gully. Tree species on plot: Acacia dealbata, Eucalyptus delegatensis, Eucalyptus pauciflora.","","","","",20,5,1997,"","",1,"","","1","","","","","","","21/4/04","CFR","","H","","Dirty brownish white, gleba concolorous to ivory. Odour of chlorine.","Mires, G.W., Jumpponen, A.M.","Lebel, T.","MEL 2126511","","",5,903,"","",NA
"59124",1219648,61,12,24,41,130,49,18,-12.41138889,130.8216667,"14","LLG","1","NT","","East Point, Alec Fong Lim Drive, East Point Mangrove Boardwalk.","","Wood","","","",22,6,2017,"","",3,"","","2","GP","","","7","IMG_3311","Unidentifiable","18/7/18","WC","S","","","","","","","","",NA,1572,"","",0
"3030",2840,62,37,8,56,142,22,34,-37.1489,142.3761,"","AMG","2","VIC","","Grampians: Burrong Falls Track","Dry forest under Eucalyptus cypellocarpa","On soil","","","",2,10,1997,"","KET0194",1,"N","","","","","","","","","1/3/98","PG","S","","","","","","","","",NA,194,"","",NA
"58588",1218848,6,37,48,27,144,8,35,-37.8075,144.1430556,"","GOO","2","VIC","","7 km north-east of Meredith, beside Eclipse Creek, approximately 500 m downstream of Whinray Road bridge.","Small creek flat","Soil","","","",10,5,2017,"","",37,"","","1","","","","","","","6/4/18","WC","S","","","","","","","","",NA,241,"","",0
"53244",1212926,372,27,4,57,152,57,24,-27.0825,152.9566667,"14","DES","2","QLD","","Caboolture, Mortimer Street.","","","","","",14,3,2016,"","",1,"N","N","3","GP","1/4/16","","7","20160330_105351","153","12/7/16","WC","S","","","","","","","","",NA,1848,"","",0
"17244",34715,46,37,46,28,145,3,6,-37.77444444,145.0516667,"","MEL","2","VIC","","Ivanhoe, Lower Heidelberg Rd","Suburban nature strip","On live tree","","","Queensland box",15,6,2005,"","",45,"N","N","2","TM","2/9/05","0","6","","","6/1/06","GP","S","","","","","","","","",NA,30,"","",0
"12652",25731,59,37,54,27,145,8,29,-37.9075,145.1413889,"","AMG","2","VIC","","Notting Hill. Blackburn Rd","Nature strip","Soil","","","",2,5,2003,"","",28,"N","N","","","","","","","","22/4/04","GP","S","","","","","","","","",NA,169,"","",NA
"41019",63597,69,37,50,2,145,5,31,-37.83388889,145.0919444,"","DES","2","VIC","","Surrey Hills, South Surrey Park.","","","","","",29,5,2012,"","",15,"N","N","1","","","","","","","1/4/14","WC","S","","","","","","","","",NA,524,"","",0
"6136",7405,76,37,2,12,142,43,59,-37.03666667,142.7330556,"","LLG","1","VIC","","South of Stawell; Black Ranges; Bunjils Cave Reserve","","on dead stick near Longleaf Box","","","",1,4,2001,"","",21,"N","N","1","","","","","","","17/12/01","GA","S","","","","","","","","",1,104,"","",NA
"40563",63218,903,26,52,44,151,35,48,-26.87888889,151.5966667,"1000","","2","QLD","","Bunya Bunya Loop","Araucarian microphyll vineforest","log","","","",27,3,2009,"","",2,"","","1","","","","","","","12/3/14","GP","S","","","","","","","","",NA,1287,"","",NA
"313",373,11,37,51,39,145,51,7,-37.8608,145.8519,"","AMG","2","VIC","S48","Central Highlands : Ada River","on log beside river","","","","",27,11,1995,"","WEA0043",4,"N","","","","","","","","","30/6/97","PG","S","","","","","","","","",NA,43,"","",NA
"18968",36627,77,31,56,53,115,46,46,-31.94805556,115.7795833,"","LLG","1","WA","","Bold Park and adjacent bushland","On live Tuart","base of a Tuart","Eucalyptus","gomphocephala","Tuart",26,6,2004,"","",1,"","","20","","","","","","","27/11/06","GP","S","","","","","","","","",NA,1129,"","",0
"16269",31432,54,41,23,42,145,48,23,-41.395,145.8063889,"390","LLG","2","Tas","","Birralee. Black Sugarloaf (Sonia's swamp)","Eucalypt forest","soil","","","",9,7,2004,"","",17,"","","1","","","","","","","23/3/05","GL","S","","","","","","","","",NA,640,"","",0
"27983",47425,428,38,45,21,143,33,16,-38.75583333,143.5544444,"","LLG","2","VIC","","Otway National Park, Mait's Rest.","Temperate rainforest with myrtle beech, messmate and tree ferns.","Dead Nothofagus.","Nothofagus","","Myrtle beech.",3,5,2009,"","",39,"N","N","1","","","0","4","428pg02","","27/7/10","WC","S","","","Photo stored on CD 56.","","","","","",NA,707,"","",0
"5453",5736,4,37,55,58,145,26,52,-37.93277778,145.4477778,"","AMG","2","VIC","N54","Emerald: Nobelius Packing Shed","Under Pinus radiata","","","","",0,0,1992,"","WEA0043",1,"","","1","","","","","","","16/5/96","","S","","","","","","","","",3,43,"","",NA
"20308",36879,93,37,59,6,145,35,41,-37.985,145.5947222,"","LLG","2","VIC","","Bunyip State Forest.  Mortimer Picnic Ground and nature trail.","Wet sclerophyll forest with mountain grey gum (Eucalyptus cypellocarpa).","Dead wood","","","",30,4,2006,"","",20,"N","N","1","","","","","","","28/11/06","WC","S","","","","","","","","",NA,178,"","",0
"366",1216721,1015,38,16,58,146,0,28,-38.28277778,146.0077778,"","LLG","2","VIC","","Mount Worth State Park, Moonlight Track","Tall wet forest of Mountain Ash Eucalyptus regnans, Hazel Pomaderris aspera, Blackwood Acacia melanoxylon and Silver Wattle Acacia dealbata and numerous Tree-ferns","wood","","","",4,6,2017,"","",180,"","","","","","","","","","18/7/17","GP","S","","","","","","","","",NA,178,"","",0
"9833",13971,69,37,49,33,145,9,37,-37.82583333,145.1602778,"100","AMG","2","VIC","","Blackburn Lake: near visitors centre, Central Road","In remnant Eucalyptus, with grassy / litter understorey","","","","",13,5,2000,"","",4,"","","1","","","","","","","27/2/03","GE","S","","","","","","","","",2,9,"","",NA
"36362",55455,538,36,33,48,143,51,20,-36.56333333,143.8555556,"160","LLG","1","VIC","","1.9km north-west of Inglewood, between Calder Highway and railway line at channel.","Eucalyptus polybractea and Eucalyptus behrii.  Bank of channel.","Mossy bank.","","","",19,8,2010,"","",3,"N","N","1","","","","","","","7/5/13","WC","S","","","","","","","","",NA,960,"","",0
"30240",49396,433,38,41,51,143,22,10,-38.6975,143.3694444,"","LLG","2","VIC","","Greater Otway NP. Melba Gully","Cool temperate rainforest dominated by Nothofagus cunninghamii","Fallen log","","","",1,5,2010,"","",90,"N","N","1","","","","","","","18/4/11","GP","S","","","","","","","","",NA,178,"","",0
"49624",1206892,484,35,53,30,137,26,0,-35.89166667,137.4333333,"","LLG","2","SA","","Kangaroo Island. Cape Gantheaume Conservation Park, Murray Lagoon","","","","","",24,7,2005,"","24/vii",49,"","n","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
"7130",7915,17,35,36,0,138,36,0,-35.6,138.6,"","LLH","","SA","","Encounter Bay","","","","","",27,8,1927,"","",19,"N","N","1","","","","","","","25/2/02","GA","","H","","","J.B. Cleland","","AD 5691","","",NA,49,"","",NA
"20365",36968,66,37,36,0,145,38,30,-37.6,145.6416667,"","LLM","2","VIC","","Dom Dom saddle, east of Maroondah Hwy, along road to Carters Gap, about 200m from picnic ground","wide firebreak (low grass) with scattered Eucalyptus regnans, and adjacent E. regnans forest","","","","",19,5,2002,"","",16,"","","1","","","","","","","14/12/06","gl","S","","","FNCV excursion","","","","","",NA,9,"","",0
"7322",8213,58,35,27,58,138,27,8,-35.46611111,138.4522222,"385","LLG","","SA","","Fleurieu Peninsula: Sugar Loaf Hill","Eucalyptus obliqua woodland","Leaf litter","","","",19,7,2000,"","",17,"N","N","1","","","","","","","26/2/02","GA","S","","","","","","","","",1,49,"","",NA
"55901",1215724,172,38,23,18,145,33,42,-38.38833333,145.5616667,"","GOO","2","VIC","","The Gurdies Nature Conservation Reserve","Eucalypt forest with messmate","Ground","","","",1,9,2016,"","",18,"","","","","","","","","","24/2/17","GP","S","","","","","","","","",NA,329,"","",0
"57750",1218175,106,NA,NA,NA,NA,NA,NA,-41.6275,145.0761111,"38","LLG","1","TAS","","Mount Donaldson track from Savage River bridge.","Cool temperate rainforest, Nothofagus cunninghamii, open understorey with Dicksonia antarctica, sparse ground layer of ferns, fallen timber with dense growth of bryophytes.","On ground in deep leaf litter","","","",24,5,2016,"","",6,"","","","","","","","","","8/12/17","GP","S","","","Det: T Lebel","","","","","",NA,1570,"","",0
"16307",31892,69,37,54,18,146,17,33,-37.905,146.2925,"","LLG","2","VIC","","South Face Rd, 15 km from Thompson Valley Rd","Wet sclerophyll and rainforest gully. Eucalyptus regnans, Nothofagus,  Acacia dealbata, Dicksonia antarctica","","","","",18,5,2003,"","",2,"","","1","","","","","","","20/4/05","GL","S","","","Rawson foray site 22","","","","","",NA,874,"","",0
"34803",54643,28,37,42,1,140,47,1,-37.70027778,140.7836111,"34","LLG","2","SA","","14km north of Mount Gambier, off Riddoch Highway.","Eucalypt woodland.","On soil.","","","",3,6,2012,"","",36,"N","N","1","","","","","","","12/2/13","WC","S","","","","","","","","",NA,698,"","",0
"46289",1204055,82,38,25,20,144,57,33,-38.42222222,144.9591667,"","LLG","2","VIC","","Mornington Peninsula NP, Greens Bush, Baldry Crossing, Loop Walk, lower section","Heathy eucalypt forest with E.radiata, E. obliqua and E. viminalis","Ground near tree base","","","",22,6,2014,"","",142,"","","","","","","","","","17/7/15","GP","","","","","","","","","",NA,178,"","",0
"44257",1210744,96,36,11,1,150,4,5,-36.18361111,150.0680556,"","LLG","1","NSW","","Cowdroy Creek Forest","Warm Temperate Rainforest","dead wood","","","",12,4,2015,"","",63,"No","","","","","","","if required","","26/2/16","WC","S","","","","","","","","",NA,534,"","",0
"4980",6853,95,31,57,32,115,49,50,-31.95888889,115.8305556,"11","AMG","","WA","","Perth suburb, Shenton Park: Shenton Bushland, Lemnos Street","Tuart/Jarrah/Banksia woodland on sand","","","","",18,6,2000,"","HAR0562",1,"N","","","","","","","","","27/6/00","BA","S","","","","","","","","",1,562,"","",NA
"32974",51956,8,34,58,44,116,54,42,-34.97888889,116.9116667,"","LLG","1","WA","","Bow Bridge: Thomson Rd, off Vermeulen Rd","Tall closed forest of E. jacksonii, E. diversicolor","wood","","","",12,5,2007,"","",16,"","","2","","","","","","","30/5/12","GL","S","","","","","","","","",NA,78,"","",NA
"45086",1207768,38,30,33,0,138,35,0,-30.55,138.5833333,"565","LLG","3","SA","","WILPENA POUND","","","","","",27,7,2008,"","*27/vii.FT61",49,"","y","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
"24750",41908,400,37,46,54,145,2,49,-37.78166667,145.0469444,"","MEL","2","VIC","","Melbourne suburb of Ivanhoe.  Wilson Reserve, about 3m from Yarra River.","Suburban conservation reserve with silver wattle, tree violet, currant bush.","Dead limb.","Acacia","dealbata","Silver wattle",3,6,2008,"","",103,"N","N","1","","","0","0","","","6/1/09","WC","S","","","Fungus reported here last year.","","","","","",NA,30,"","",0
"47822",1204857,81,NA,NA,NA,NA,NA,NA,-22.638093,117.460958,"","LLG","1","WA","","IBRA Region: Pilbara. 8 km north-northeast of Mount Turner, 33.7 km west-northwest of Tom Price and 16.6 km west of the intersection of Nanutarra Wittenoom Road and Nameless Valley Drive","North sloping footslope, Acacia aff. paraneura, A. xiphophylla low open woodland over Eremophila phyllopoda subsp. obliqua scattered shrubs over Senna stricta scattered low shrubs over Triodia sp. (epactia/pungens) scattered hummock grasses.","On soil.","","","",30,10,2011,"","",2,"N","","1","","","","","","","4/12/15","GP","S","","","","","","","","",NA,1301,"","",0
"17061",32409,6,34,27,40,116,20,20,-34.46111111,116.3388889,"","LLG","1","WA","","June Road, Sutton Forest Block","Burnt 25 year old Eucalyptus diversicolor regrowth forest","Soil","","","",24,6,2002,"","",1,"","","1","","","","","","","30/11/05","gl","S","","","Burnt Dec 1997; 1 fruit bodies, compiled by Verna Tunsell","","","","","",NA,720,"","",0
"53154",1212836,104,38,8,17,145,16,55,-38.13805556,145.2819444,"","LLG","2","VIC","","Royal Botanic Gardens Cranbourne, Stringybark Picnic area","","ground","","","",19,6,2016,"","",168,"Y","","1","","","","7","CBG4 Amanita farinacea byTorbjorn von Strokirch.jp","","1/7/16","GP","S","","","","","","","","",NA,178,"","",0
"9853",13991,58,37,32,22,145,20,59,-37.53944444,145.3497222,"500","AMG","2","VIC","","Kinglake NP: Jehosaphat Gully","tall Eucalyptus forest","","","","",2,5,1993,"","",4,"","","1","","","","","","","27/2/03","GE","S","","","","","","","","",3,9,"","",NA
"58929",1219453,16,37,49,2,145,51,46,-37.81722222,145.8627778,"","DES","2","VIC","","Yarra State Forest, Ada Tree Rainforest Walk","Rainforest Gully and Wet Sclerophyll Forest","","","","",22,4,2018,"","",183,"","","","","","","","","","18/7/18","GP","S","","","","","","","","",NA,178,"","",0
"47654",1209525,441,37,22,44,144,36,43,-37.37888889,144.6119444,"907","LLG","2","VIC","","Macedon Ranges NP, Sanatorium Lake, car park and Circuit Trail to lake","Wet messmate/gum forest and introduced species (pine, poplar, holly etc)","wood, tree roots","","","",24,5,2015,"","",151,"","","1","","","","","","","8/1/16","GP","S","","","","","","","","",NA,178,"","",0
"32497",51534,318,37,28,38,144,17,28,-37.47722222,144.2911111,"","LLG","1","VIC","","Blackwood, Simmon Reef Rd, Jack Cann Reserve.  Beside track into gully behind reserve.","Wet sclerophyll forest.","In leaf litter.","","","",17,5,2010,"","",18,"","","2","","","","","","","11/4/12","WCGL","S","","","","","","","","",NA,241,"","",0
"7189",8078,74,34,55,0,138,37,0,-34.91666667,138.6166667,"","LLH","","SA","","Adelaide Botanic Gardens: 50 yds past Simpson house","","One clump at base of Eucalyptus","Eucalyptus","","",14,5,1980,"","",20,"N","N","1","","","","","","","26/2/02","GA","","H","","no herb number","C. Watson","","AD","","",NA,49,"","",NA
"53521",1213288,609,35,13,0,138,42,0,-35.21666667,138.7,"","LLU","2","SA","","Kuitpo Forest from gate 95, off Harvey Road","","","","","",18,6,2016,"","",43,"","","1","","","","","","","29/7/16","GP","S","","","Sent by Pam Catcheside","","","","","",NA,698,"","",0
"59256",1219780,305,35,54,23,136,54,55,-35.90638889,136.9152778,"500","LLG","2","SA","","Cleland Conservation Park, Long Gully Track","Tall open woodland with areas of messmate (Eucalyptus obliqua) and Manna Gum (Eucalyptus viminalis ssp. viminalis). Understorey of Acacia pycnantha, A. retinoides, Leptospermum continentale. Area burnt 2010.","","","","",15,7,2018,"","",49,"","","","","","","","","","29/8/18","GP","S","","","Leader: Julia Haska","","","","","",NA,698,"","",0
"23987",41096,263,37,46,13,145,45,23,-37.77027778,145.7563889,"220","1","2","VIC","","Warburton. Big Pats Creek 'Walk into History' track","","Dead wood","","","",4,9,2005,"","",53,"N","N","1","","","","","","","1/10/08","GP","S","","","","","","","","",NA,178,"","",0
"47498",1205742,757,35,2,0,138,42,0,-35.03333333,138.7,"","LLG","2","SA","","Loftia Recreation Park, about 3 km south-west of Stirling","","","","","",20,7,2002,"","20/vii",49,"N","N","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"53903",1213783,2365,38,27,23,143,37,2,-38.45638889,143.6172222,"","LLG","2","VIC","","Otway Forest Park, about 3 km south of Barongarook","Mixed species","On ground after fire","","","",7,7,2013,"","",7,"Y","","2","TM","12/8/16","","7","Hebeloma aminophilum2","","19/8/16","GP","S","","","Photos backed up on CD 95","","","","","",NA,1377,"","",0
"2645",3668,77,35,51,0,136,42,0,-35.85,136.7,"","LLH","","SA","","Kangaroo Island","","","","","",31,3,1929,"","BEL0278",1,"N","","1","","","","","","","16/4/99","PG","","H","","","J.B. Cleland","","AD 1636-1641, 1643-4, 1648","","",NA,278,"","",NA
"50086",1208579,1368,35,36,0,138,14,28,-35.6,138.2411111,"","DES","2","SA","","Fleurieu Peninsula. Deep Creek Conservation Park. Stringybark Trail","","","","","",6,7,2013,"","6/vii",49,"","n","No","","","","","","","30/12/15","GP","S","","","","","","","","",NA,49,"","",0
"48627",1205601,701,30,33,0,138,35,0,-30.55,138.5833333,"565","LLG","3","SA","","WILPENA POUND","","","","","",3,6,2001,"","3/vi",49,"N","n","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"11723",16969,73,37,32,53,144,33,18,-37.54805556,144.555,"","LLG","1","VIC","","Bullengarook: track from south gate to Pyrete State Forest, Hobbs Rd","Stringybark forest: Eucalyptus obliqua, Eucalyptus baxteri","In mossy area","","","",26,7,2003,"","",11,"N","N","1","","","","","","","11/12/03","GP","S","","","","","","","","",NA,19,"","",NA
"13282",24670,356,37,41,0,145,31,30,-37.68333333,145.525,"","","","VIC","","Near Picaninny Swamp, Coranderrk Bushland Reserve, c. 3 miles S of Healesville.","","","","","",15,5,1973,"","",1,"","","1","","","","","","","21/4/04","CFR","","H","","","Willis, J.H.","","MEL 2014902","","",5,903,"","",NA
"19443",35842,54,37,40,23,145,52,59,-37.67305556,145.8830556,"","LLG","2","VIC","","Warburton, Upper Yarra Reservoir Park, Doctor Creek walk.","Eucalypt forest and some planted natives.","Litter","","","",1,8,2004,"","",19,"N","N","1","","","","","","","8/8/06","WC","S","","","","","","","","",NA,178,"","",0
"37837",56879,1107,37,28,45,144,17,24,-37.47916667,144.29,"","LLG","2","VIC","","Blackwood, Jack Cann Reserve, Simmons Reef Road. Picnic ground and Lerderderg River Walk","Picnic area with pine trees. River Heritage walk in eucalypt open forest with Eucalyptus radiata, E. viminalis, E. obliqua, various wattles including Acacia melanoxylon, banksias and peas.","Algae","","","",7,7,2013,"","",129,"N","N","1","","","","","","","8/11/13","GP","S","","","","","","","","",NA,178,"","",0
"30122",49030,9,38,32,0,145,53,0,-38.53333333,145.8833333,"","DES","3","VIC","","Leongatha South.","A shaded bush nursery.","On chip mulch.","","","",0,0,0,"1960s, 70s, 80s","",1,"N","N","1","","","0","0","","","8/3/11","WC","S","","","Comes up in colonies.","","","","","",NA,236,"","",0
"60516",1221078,1038,31,52,18,115,54,25,-31.87166667,115.9069444,"","LLG","1","WA","","Lightning Swamp Bushland, Noranda","Flooded Gum seasonal wetland","Growing in soil.","","","",23,8,2009,"","",1,"","","","","","","","","","13/3/19","GP","S","","","","","","","","",NA,1162,"","",0
"19175",36335,32,37,29,0,144,17,0,-37.48333333,144.2833333,"","","2","VIC","","Wombat State Forest; Lerderderg Heritage River Walk","Dry box & stringybark woodland","soil, leaf litter","","","",24,5,2003,"","",30,"","","2","TM","3/12/04","","4","032pg11","","23/11/06","gl","S","","","image number EDSCN1596  Photo stored on CD38.","","","","","",NA,707,"","",0
"46479",1208323,556,37,9,30,140,37,0,-37.15833333,140.6166667,"","LLG","2","SA","","Mary Seymour Conservation Park, about 25 km south of Naracoorte","","","","","",12,7,2010,"","12/vii",49,"","n","No","","","","","","","30/12/15","GP","S","","","","","","","","",NA,49,"","",0
"49155",1206310,762,35,22,0,138,32,0,-35.36666667,138.5333333,"","LLG","2","SA","","Fleurieu Peninsula, Glenshera Swamp","","","","","",12,6,2004,"","*12/vi",49,"N","y","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"23403",40529,496,37,43,0,145,14,0,-37.71666667,145.2333333,"","DES","2","VIC","","Warrandyte State Park, Jumping Creek Reserve. Nature trail","Dry forest. Eucalyptus (mainly E. polyanthemos), Kunzea","wood","","","",29,8,2004,"","",43,"N","N","1","","","","","","","6/8/08","GP","S","","","","","","","","",NA,178,"","",0
"3946",4418,94,37,22,23,145,45,19,-37.37305556,145.7552778,"","AMG","2","VIC","","Cathedral Range State Park, near Buxton: Little River Rd","Euc radiata wood/forest","on prostrate, rotting log","?Eucalyptus","","",7,8,1999,"","SIN0211",18,"N","","1","","","","","","","13/8/99","PG","S","","","","","","","","",1,211,"","",NA
"52178",1211944,2328,37,51,6,146,2,39,-37.85166667,146.0441667,"350","LLG","2","VIC","","Toorongo Falls near Noojee. Car park and a short way up the walk to Toorongo Falls","Wet Sclerophyll Forest with small patches of Myrtle Beech, mid storey Tree-ferns ","wood, small pieces of twig, wood and bark","","","",1,5,2016,"","",162,"","","1","","","","","","","27/5/16","GP","S","","","","","","","","",NA,178,"","",0
"59103",1219627,82,38,16,58,146,0,28,-38.28277778,146.0077778,"","DES","2","VIC","","Mount Worth State Park, The Giants Loop Track","Eucalyptus regnans, E. cypellocarpa and Acacia melanoxylon, with tree-ferns Dicksonia antarctica and Cyathus australis in sheltered gullies.","","","","",17,6,2018,"","",183,"","","","","","","","","","18/7/18","GP","S","","","","","","","","",NA,178,"","",0
"45551",1208779,1983,37,41,53,140,47,9,-37.69805556,140.7858333,"","DES","2","SA","","Telford Scrub Conservation Park, about 15 km north of Mount Gambier","","","","","",7,6,2013,"","7/vi",49,"","n","No","","","","","","","30/12/15","GP","S","","","","","","","","",NA,49,"","",0
"34011",53077,298,35,20,8,149,10,32,-35.33555556,149.1755556,"598","LLG","2","ACT","","Fyshwick, junction of Canberra Avenue and Newcastle Street.","Pinus radiata plantation.","On ground.","","","",10,4,2012,"","",23,"N","N","1","","","","","","","28/8/12","WC","S","","","Amanita muscaria also seen here.","","","","","",NA,1023,"","",0
"27037",45237,39,40,59,54,147,49,20,-40.99833333,147.8222222,"60","LLG","3","TAS","","Boobyalla dam site","riparian vegetation: Eucalyptus ovata, Melaleuca spp.","tree","Melaleuca","squarrosa","scented paperbark",30,5,2008,"","",20,"","","2","","","","","","","17/5/10","GL","S","","","","","","","","",NA,640,"","",0
"53520",1213287,105,35,13,0,138,42,0,-35.21666667,138.7,"","LLU","2","SA","","Kuitpo Forest from gate 95, off Harvey Road","","","","","",18,6,2016,"","",43,"","","1","","","","","","","29/7/16","GP","S","","","Sent by Pam Catcheside","","","","","",NA,698,"","",0
"52138",1211904,2353,37,33,30,145,53,14,-37.55833333,145.8872222,"","LLG","2","VIC","","Cambarville, Car Park and Cambarville Walk to Big Tree","Wet Eucalypt forest with Mountain Ash and Rainforest of Myrtle Beech (Nothofagus cunninghamii)","ground","","","",17,4,2016,"","",161,"","","1","","","","","","","27/5/16","GP","S","","","","","","","","",NA,178,"","",0
"2348",1801,40,19,17,0,146,47,0,-19.2833,146.7833,"5","AMG","3","QLD","","Townsville : TAFE Pimlico Campus, Fulham Rd","garden bed","leaf litter","","","",21,3,2000,"","HOO0481",1,"N","","","","","","","","","24/3/00","BA","S","","","in shade","","","","","",NA,481,"","",NA
"60130",1220645,554,38,1,10,145,52,0,-38.01944444,145.8666667,"","DES","2","VIC","","3 km WNW of Jindivick, Nangara Reserve.","","","","","",9,6,2018,"","",38,"","","1","","","","","","","28/12/18","WC","S","","","","","","","","",NA,20,"","",0
"33477",53613,251,38,1,19,145,26,29,-38.02194444,145.4413889,"","LLG","2","VIC","","Upper Beaconsfield, Leppitt Road","sclerophyll woodland","","","","",22,5,2011,"","",1,"","","2","TM","2/8/12","","","251ll01","","5/10/12","GL","S","","","","","","","","",NA,1512,"","",NA
"24317",41450,90,37,40,23,145,52,59,-37.67305556,145.8830556,"","1","2","VIC","","Upper Yarra Reservoir. Doctors Creek Walking Track","Eucalypt forest: Manna Gum. grey gum and messmate stringybark with silver wattle, prickly currant-bush and tree ferns.","Dead wood","","","",27,5,2007,"","",57,"N","N","1","","","","","","","12/11/08","GP","S","","","","","","","","",NA,178,"","",0
"60037",1220551,93,38,39,30,143,48,49,-38.65833333,143.8136111,"","LLG","1","VIC","","Great Otway National Park, Grey River Walk.","Cool temperate rainforest","Rotting log with moss","","","",17,6,2018,"","",39,"","","1","","","","","","","14/11/18","WC","S","","","","","","","","",NA,241,"","",0
"40449",63092,1439,26,47,0,153,1,0,-26.78333333,153.0166667,"25","","2","QLD","","Maroochy Bushland Botanic Garden","Wet sclerophyll forest","Stump","","","",8,9,2007,"","",2,"","","1","","","","","","","12/3/14","GP","S","","","","","","","","",NA,1287,"","",NA
"20774",39537,74,29,41,44,152,6,36,-29.69555556,152.11,"","DES","2","NSW","","Glen Innes, 40 km east. Wytaliba road, 100m from Old Grafton Rd","","On decomposing roots","Angophora","","",10,6,2000,"","",1,"N","N","2","GP","19/11/07","","1","074spa01","","19/11/07","GP","S","","","""Easy to see at night""","","","","","",NA,641,"","",0
"45104",1206797,225,35,36,0,138,14,28,-35.6,138.2411111,"","DES","2","SA","","Fleurieu Peninsula. Deep Creek Conservation Park. Stringybark Trail","","","","","",2,10,2005,"","2/x",49,"","n","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
"36615",55956,170,36,11,30,146,16,0,-36.19166667,146.2666667,"315","DES","2","VIC","","15km north-west of Wangaratta, Warby State Forest, near Tower Road.","","","","","",22,7,2012,"","",21,"N","N","3","TM","2/7/13","0","4","","153","13/8/13","WC","S","","","Two photos on CD 77.","","","","","",NA,1520,"","",0
